link,headline,category,short_description,authors,date
https://www.huffingtonpost.com/entry/russia-china-alliance_b_5351086.html,The Birth of a Eurasian Century,POLITICS,"A specter is haunting Washington, an unnerving vision of a Sino-Russian alliance wedded to an expansive symbiosis of trade and commerce across much of the Eurasian land mass -- at the expense of the United States.","Pepe Escobar, ContributorRoving correspondent for the Asia Times",2014-05-19
https://www.huffingtonpost.com/entry/eco-friendly-lunch_us_57d94c31e4b09d7a6880a377,The Genius Products That'll Help You Pack An Eco-Friendly Lunch,TASTE,From bento boxes to stainless steel straws.,Julie R. Thomson,2016-09-15
https://www.huffingtonpost.com/entry/hilde-lysiak-reporter-book-deal_us_5775758ce4b09b4c43bf89fe,9-Year-Old Reporter Told To Just Be ‘Cute’ Has Landed A Book Deal,WOMEN,Hilde was at camp and not available for comment.,Hilary Hanson,2016-06-30
https://www.huffingtonpost.com/entry/weekly-roundup-of-ebay-vi_us_5b9dbfcbe4b03a1dcc8c6962,Weekly Roundup of eBay Vintage Clothing Finds,STYLE & BEAUTY,"As always, buyer beware! Be sure to read the listings closely and contact the sellers with any questions. To receive the","Mary Kincaid, Contributor
Founder and Editor of Zuburbia.com",2013-12-31
https://www.huffingtonpost.com/entry/rheumatoid-arthritis-treatment_us_5b9d37a7e4b03a1dcc85a354,Rheumatoid Arthritis and Inflammatory Diseases,WELLNESS,"While more scientific evidence is necessary to solidly confirm efficacy of many complementary and alternative medicine (CAM) therapies for RA, there are CAM modalities with preliminary data suggesting its benefits as adjunctive therapies in RA management.","Julie Chen, Contributor
Integrative Medicine Physician (www.makinghealthyez.com)",2013-06-04
https://www.huffingtonpost.com/entry/competition-through-coope_b_5587297.html,Competition Through Cooperation in American Higher Education,COLLEGE,,"Dr. Brian C. Mitchell, ContributorDirector of Edvance Foundation, former college & university pr...",2014-07-15
https://www.huffingtonpost.com/entry/senate-democrats-gun-control_us_56608755e4b08e945fee73e5,Senate Republicans Just Blocked A Bunch Of Gun Control Measures,POLITICS,Even one that would have stopped suspected terrorists from purchasing a gun.,Laura Barrón-López,2015-12-03
https://www.huffingtonpost.com/entry/faa-bill-codifies-airline_us_5b9b4ae7e4b03a1dcc766726,FAA Bill Codifies Airline Passenger Bill Of Rights,TRAVEL,"After five years of kicking the can down the road, the 112th United States Congress has agreed on the provisions of the FAA Modernization and Safety Improvement Act of 2012.","Kate Hanni, Contributor
Airline passenger rights advocate.",2012-02-08
https://www.huffingtonpost.com/entry/new-york-fashion-week-whe_us_5b9c4abce4b03a1dcc7d9c8d,New York Fashion Week: Where Couture and Catwalks Meet Chaos,STYLE & BEAUTY,"The week wasn't just about Fashion, of course. Backstage at the Alice + Olivia show, Stila's celebrity makeup artist Sara","Hilary Sheinbaum, Contributor
Writer, On-Air Expert, MustLoveIceCream.com",2012-09-26
https://www.huffingtonpost.com/entry/river-oaks-home-houston_us_5b9d455ee4b03a1dcc8626a3,"River Oaks Home In Houston, Texas Is A Fine Example Of Colonial-Style Architecture (PHOTOS)",HOME & LIVING,Isn't everything bigger in Texas?,Rain Embuscado,2013-06-20
https://www.huffingtonpost.com/entry/jim-myers-double-life-as-_b_5334476.html,"Jim Myers' Double Life as George ""The Animal"" Steele",ENTERTAINMENT,"Crowds went crazy for this feral beast of wrestling of the '60s, '70s, and '80s golden age of the then-World Wrestling Federation.","Brian DAmbrosio, ContributorJournalist, Poet, Author, 'Warriors on the Ice'",2014-05-16
https://www.huffingtonpost.com/entry/everything-i-did-while-i-was-unemployed_us_58c6093ae4b070e55af9f0e0,Everything I Did While I Was Unemployed,COMEDY,I recently ended a two-month stint of unemployment which everyone knows should be used as a period of creative exploration,"Alex Madda, ContributorActor, Writer, and Human somehow surviving in Chicago, IL",2017-03-13
https://www.huffingtonpost.com/entry/nicklaus-mcilroy-impressi_n_5621058.html,Nicklaus Dishes On Rory's 'Swagger' And Tiger's Ryder Chances,SPORTS,,Thomas McKenna,2014-07-26
https://www.huffingtonpost.com/entry/ramadan-moments-that-i-will-miss_us_5951e464e4b0f078efd9847a,Ramadan Moments That I Will Miss,RELIGION,"I will miss the times when we were at the mosque for Taraweeh, the nightly Ramadan prayers, and lost ourselves in beauty of the recitation.","Shazia Memon, ContributorBSN, RN, CCRN",2017-06-27
https://www.huffingtonpost.com/entry/food-scraps-aquaponics_us_57f4166ce4b015995f2ba397,Here's How Scraps Can Help Grow The Food Of The Future,BUSINESS,This mobile aquaponic farm could be a game changer.,Joseph Erbentraut,2016-10-06
https://www.huffingtonpost.com/entry/mona-lisa-3d_n_5256193.html,"The 'Mona Lisa' Just Might Be History's First 3D Image, Researchers Claim",ARTS,,Katherine Brooks,2014-05-03
https://www.huffingtonpost.com/entry/spotting-poker-bluffs_b_5269844.html,Spotting Poker Bluffs,SCIENCE,"Two winners of the International Poker Tournament, in different years, sought my advice on calling bluffs, knowing that I am an expert in spotting liars. I told them I had not played poker since junior high and had never watched poker being played. They thought that didn't matter. It turned out they were wrong.","Paul Ekman, ContributorProfessor Emeritus of Psychology, University of California, Sa...",2014-05-08
https://www.huffingtonpost.com/entry/ro-khanna-mike-honda_n_5366745.html,House Democratic Primary For California Seat Gets Pretty Ugly,POLITICS,,Alex Lazar,2014-05-21
https://www.huffingtonpost.com/entry/american-horror-story-fan-theories-on-evan-peters-character_us_57feeb6fe4b0e8c198a607ed,Here's How 'American Horror Story: Roanoke' Fits Into 'Freak Show',ENTERTAINMENT,Mott your average family.,Sara Boboltz,2016-10-13
https://www.huffingtonpost.com/entry/why-toothpicks-are-the-be_us_5b9df9c9e4b03a1dcc8fc82c,Why Toothpicks Are the Best Cake Testers,FOOD & DRINK,"Forget those metal things sold as ""cake testers.""","Food52, Contributor
food52.com",2014-04-10
https://www.huffingtonpost.com/entry/interview-cyndi-laupers-k_b_5959850.html,Interview: Cyndi Lauper's Kinky Boots Are Changing the World,QUEER VOICES,"""You have to stand your ground and be who you are and find acceptance -- if not in others, than in yourself. That's the road to happiness...and as Oscar Wilde said, and is quoted by [the character] Lola: 'Be Yourself: everyone else is already taken.'""","Sarah Toce, ContributorFounder/Publisher of The Seattle Lesbian, Journalist",2014-10-09
https://www.huffingtonpost.com/entry/zac-posen-gold-dress-magnum-ice-cream_us_5b9cfff9e4b03a1dcc83a47c,Zac Posen Designs Gold Dress In Honor Of Magnum Ice Cream (PHOTOS),STYLE & BEAUTY,This isn't chocolate's first time at the fashion rodeo... But this one has SEA SALT CARAMEL. Winner. Want more? Be sure to,Ellie Krupnick,2013-04-03
https://www.huffingtonpost.com/entry/best-desserts-around-the_us_5b9cf976e4b03a1dcc836c45,Best Desserts Around the World (PHOTOS),TRAVEL,"The best places for dessert inspire you to throw out all the rules—eat with moderation, save the best for last—and give in to sugary bliss, no matter what the time of day.","Travel + Leisure, Contributor
TravelandLeisure.com",2013-04-17
https://www.huffingtonpost.com/entry/general-nathan-bedford-fo_b_7734444.html,General Nathan Bedford Forrest Versus the Ku Klux Klan,POLITICS,"Think that if he were alive today, General Nathan Bedford Forrest would embrace Dylann Roof, the alleged killer of nine blacks in a Charleston Church who hoped to start a race war? Think again.","John A. Tures, ContributorPolitical science professor, LaGrange College in Georgia",2015-07-06
https://www.huffingtonpost.com/entry/ivanka-trump-book-toni-morrison_us_590c8536e4b0d5d9049bcc01,Ivanka Trump's Book Uses Toni Morrison Quote To Equate Busyness With Slavery,ARTS & CULTURE,"“Are you a slave to your time or the master of it?” Trump asks, seriously.",Priscilla Frank,2017-05-05
https://www.huffingtonpost.com/entry/flu-forecast-predict-outbreaks-weather_us_5b9c8f00e4b03a1dcc7fccd1,Flu Forecast: It May Be Possible To Predict Influenza Outbreaks Like You Can The Weather,WELLNESS,"To conduct their research, the authors said, they needed real-time data, and they found it in an online tool called Google","Reuters, Reuters",2012-11-27
https://www.huffingtonpost.com/entry/time-lapse-video-running-seasons_us_57e6617fe4b0e28b2b544053,Runner's Magical Time-Lapse Video Captures Changing Of The Seasons,TECH,"Jeff Dougherty snapped 98,366 photographs for the stunning clip.",Lee Moran,2016-09-24
https://www.huffingtonpost.com/entry/7-reasons-your-honeymoon_us_5b9d6ccee4b03a1dcc87d861,7 Reasons Your Honeymoon May Not Be As Romantic As You'd Think,WEDDINGS,6. You WILL check social media to see your friends' wedding pictures. And you WILL get an IM from your mom wanting to know,"Meredith Bodgas, Contributor
Blogger, MeritalBliss.com",2013-08-12
https://www.huffingtonpost.com/entry/new-jersey-casino-waitress-weight_us_55fc22e5e4b0fde8b0cde540,"Atlantic City Casino Can Regulate Waitresses' Weight, Ruling Says",BUSINESS,The state appeals court said the casino's personal appearance standards are allowed.,"Wayne Parry, AP",2015-09-18
https://www.huffingtonpost.com/entry/adventure-in-the-midipyre_us_5b9c70b7e4b03a1dcc7ea83b,Adventure In The Midi-Pyrénées,TRAVEL,"A vast majority of the land is untouched, and in such a fecund part of the world, you can expect abundances of wild flora, fauna and insects. The pictures say it all but in case you're still curious, this is the land of cattle, dreamy cheeses, foie gras, plenty of organic foods, tasty wild fruits, miles of rejuvenating countryside walks and the Tour de France.","Sam Hiew, Contributor
Writer, Scientist, Model, Entrepreneur.",2012-10-30
https://www.huffingtonpost.com/entry/please-segregate-my-special-needs-child_b_5807988.html,Please Segregate My Special Needs Child,PARENTS,"Inclusion is a wonderful idea, and should always be the goal whenever it is reasonable. But inclusion must not be treated as an inflexible ideology.","Eliot Borenstein, ContributorProfessor of Russian & Slavic Studies, New York University",2014-09-12
https://www.huffingtonpost.com/entry/keeping-it-calenta-in-cat_us_5b9d67d3e4b03a1dcc87a231,"Keeping it Calenta in Catalonia: Parks, Plazas, and Partying",TRAVEL,"As the second biggest city in Spain, Barcelona is a highly worthwhile destination spot for summer travelers. A culturally","Party Earth, Contributor
Contributor",2013-08-06
https://www.huffingtonpost.com/entry/mystery-science-theater-3000-is-officially-coming-back_us_5653753ee4b0879a5b0c017b,'Mystery Science Theater 3000' Is Officially Coming Back!,COMEDY,At least three new episodes are set to launch.,Andy McDonald,2015-11-23
https://www.huffingtonpost.com/entry/shoulder-exercises_us_5b9d9cd6e4b03a1dcc8a3efc,The 3 Best Exercises for Shoulder Health,WELLNESS,"The shoulder joint is complicated, often not trained properly and essential to core strength and overall health. Here my go-to shoulder movements.","Matthew Basso, Contributor
Founder of Iron Lotus PT and creator of DBX3 Functional Fat loss",2013-10-23
https://www.huffingtonpost.com/entry/iran-internet-disruptions-elections_us_5bb34c9ae4b0fa920b95e276,More Iran Internet Disruptions Raise Concerns Over Censorship As Elections Loom,TECH,Iranians have grappled with increased obstacles to using the Internet since opposition supporters used social networking,"Reuters, Reuters",2012-02-20
https://www.huffingtonpost.com/entry/nurses-violence-police_us_59a9c2f9e4b0dfaafcf07093,Nurses Endure A Shocking Amount Of Violence On The Job,HEALTHY LIVING,"Usually, though, it's not at the hands of police officers.",Anna Almendrala,2017-09-01
https://www.huffingtonpost.com/entry/mamma-mia-review_us_5bb225e5e4b0171db69dcb6a,The Magic of Mamma Mia!,CULTURE & ARTS,"I took in the experience and something occurred to me. I looked around at the packed theater and wondered how Mamma Mia! could still draw such a huge crowd after ""100"" years?","Brooke Lewis, Contributor
Certified life coach and founder, Be You and Be Fearless Life ...",2012-04-21
https://www.huffingtonpost.com/entry/clinton-2016-media-coverage_n_5577900.html,Clinton 2016 Coverage Is A Wild Ride On The Signal-To-Noise Rollercoaster,POLITICS,,Jason Linkins,2014-07-11
https://www.huffingtonpost.com/entry/mike-pence-rnc-winner-kaine_us_57f43b67e4b04c71d6f0c7bd,RNC Proclaims Mike Pence The Winner More Than An Hour Before The Debate,POLITICS,This guy must be really good.,Igor Bobic,2016-10-04
https://www.huffingtonpost.com/entry/how-our-kids-helped-save_b_8875266.html,How Our Kids Helped Save My Salvation Army Shift,GOOD NEWS,"On Friday, the kids celebrated their last day of school.  On Monday, they were back at work, but instead of taking tests and writing assignments, they were doing a different type of job: helping the Salvation Army.  But the response they got from the Wal-Mart crowd helped show them the true spirit of Christmas.","John A. Tures, ContributorPolitical science professor, LaGrange College in Georgia",2015-12-24
https://www.huffingtonpost.com/entry/the-mars-one-mission-is-expensive-and-unrealistic-but-not-impossible_us_55e747cce4b0c818f61a456c,"Mars One Mission Called 'Unsustainable,' And Here's Why",SCIENCE,"We might be able to live on Mars one day, but it won't be easy.",Elisabeth Brier,2015-09-03
https://www.huffingtonpost.com/entry/linking-domestic-violence_b_5884050.html,Linking Domestic Violence and Chronic Disease: An Issue Not in the Headlines,HEALTHY LIVING,"Physical or sexual abuse, verbal abuse, nonverbal intimidation, financial exploitation and neglect can end up, directly or indirectly, causing a chronic disease.  Addressing the full implications of domestic violence may prevent or lower that risk, ultimately saving money, time and, most importantly, lives.","Society for Women's Health Research, ContributorThe thought leader in the study of sex differences, dedicated ...",2014-09-29
https://www.huffingtonpost.com/entry/home-depot-hack_n_5845378.html,Home Depot Admits 56 Million Payment Cards At Risk After Cyber Attack,BUSINESS,,Gerry Smith,2014-09-18
https://www.huffingtonpost.com/entry/sesame-street-cast-let-go_us_579aad7ce4b08a8e8b5d78f9,Not So Sunny Day: 'Sesame Street' Axes 3 Beloved Cast Members,ENTERTAINMENT,All three had been with the show for more than 40 years.,Ed Mazza,2016-07-29
https://www.huffingtonpost.com/entry/diet-and-nutrition-books_us_5b9dee27e4b03a1dcc8ef3a4,Helpful Nutrition Resources,WELLNESS,"In honor of National Nutrition Month, I wanted to provide a few nutrition resources I found to be educational. Whether you are looking to change up your patterns, try something new or your clinical status dictates a change, these books are a good start to moving in a healthier direction.","Anita Mirchandani, Contributor
I am a Registered Dietitian, Certified Fitness Professional, a...",2014-03-17
